Surface melt rate,,,,
110.95,0,8,319.8,93
222.95,0,18,324.6,92
340.77,2.62,117,328.4,94
457.24,10,184,338.4,83
555.97,112.56,288,336.2,70
634.54,40.76,307,343,72
689.82,0,209,346.2,65
709.41,209.72,375,348,57
712.52,3.95,270,351.8,56
631.53,0,190,351.4,53
544.63,7.67,244,343.2,53
434.4,566.4,178,343.6,47
314.26,0,108,345,47
195.28,0,52,348.6,43
89.37,0,38,358,46
22.16,0,21,363.8,49
0,0,0,366,55
0,0,0,356,58
0,0,0,358.4,62
0,0,0,365.2,68
0,0,0,371.6,78
0,0,0,370.2,81
0,0,0,376.85,84
27.51,0,0,375.2,90
96.34,0,8,376,90
189.28,63.13,103,374.2,92
282.33,23.79,146,370,93
369.98,263.54,222,372.6,87
434.6,442.26,232,369.8,83
416.99,564,227,345,76
407.72,671.37,204,354.2,68
378.84,24.83,327,360.6,67
190.6,39.6,341,353.2,62
264.3,714.51,178,333,59
236.33,0,164,336.8,59
190.45,0,120,339.4,82
137.72,216.59,201,345.8,87
88.55,514.66,99,332.2,86
41.58,413.93,63,326.2,82
13.41,0,17,316,86
0,0,0,305,89
0,0,0,298.4,90
0,0,0,300.2,93
0,0,0,304.4,93
0,0,0,297,90
0,0,0,301.2,93
0,0,0,302.8,94
18.73,0,0,304,93
67.46,0,7,301.8,89
146.82,471.5,77,306.4,86
238.77,602.1,100,306,83
333.23,718.32,107,311,88
419.41,790.01,111,310.8,85
487.89,830.16,115,313.8,86
533.64,852.6,118,315.6,82
589,862.66,119,324.4,74
583.7,529.7,269,331.4,72
507.48,324.29,321,346,64
410.1,481.22,240,340.2,64
299.31,401.86,221,363.2,59
195.57,613.22,121,347.4,60
111.55,570.08,88,348.4,60
47.74,394.99,64,338.8,62
13.35,0,24,325.8,63
0,0,0,316.6,65
0,0,0,313.2,73
0,0,0,309.8,75
0,0,0,306.2,75
0,0,0,305.8,79
0,0,0,304.2,81
0,0,0,303.4,85
20.32,0,0,304,87
73.51,80.62,45,304.8,87
164.04,485.81,72,306.6,87
259.38,580.23,101,312,86
352.73,659.49,120,313.8,81
432.12,743.35,123,317.2,75
480.57,780.42,131,323,71
526.37,803.92,134,329.6,66
451.11,726.13,178,334.2,59
442.59,694.96,190,340.8,54
408.44,273.58,328,347,47
356.36,0,147,375.2,46
283.46,0,92,395.45,54
201.36,0,122,392.05,51
124.67,0,68,373.4,47
58.13,0,50,378.4,50
14.33,0,15,372,52
0,0,0,370.2,59
0,0,0,385,62
0,0,0,381.8,71
0,0,0,382.2,76
0,0,0,371.2,79
0,0,0,373.6,82
0,0,0,369.45,81
15.9,0,0,374.6,85
65.45,0,16,371.6,83
142.45,49.24,95,374.6,81
231.74,0,58,380.2,82
325.88,0,89,384.8,74
412.76,278.19,262,372.2,66
477.41,116.8,321,382,61
608.91,0,205,389.8,58
592.91,0,149,394.85,52
575.49,400.05,307,397.25,46
526.14,0,139,384.8,44
445.99,7.8,234,385.6,51
347.2,31.1,227,399.25,56
243.35,29.94,174,392.05,73
146.93,131.83,134,391.6,66
60.38,80.84,73,373.6,78
15.29,0,15,343.6,64
0,0,0,339.4,65
0,0,0,330.4,66
0,0,0,327,73
0,0,0,324.6,80
0,0,0,327.4,85
0,0,0,331.6,86
0,0,0,354.05,89
20.27,0,0,357.8,95
88.34,0,7,363.2,96
182.26,0,35,367,95
275.03,0,34,374.2,90
364.04,0,79,384.2,94
437.71,0,162,380.2,91
493.15,0,147,385.2,83
496.28,297.36,336,379.6,77
453.62,286.15,352,377.2,68
327.5,813.74,141,357.2,64
328.95,165.43,346,343.6,62
292.88,145.82,308,324.4,60
239.77,287.01,243,335.4,57
177.02,132.28,198,347,58
112.95,13,107,343,63
53.45,175.84,73,321.4,67
13.75,0,20,311,69
0,0,0,317,70
0,0,0,315.4,73
0,0,0,311.8,74
0,0,0,318.8,77
0,0,0,317,78
0,0,0,315.2,82
0,0,0,328.25,90
18.85,0,0,322.6,94
91.73,44.09,38,330.2,95
203.87,0,16,328.2,95
323.27,90.99,159,330.2,94
436.93,0,51,360.6,90
525.88,0,95,364.2,82
641.7,2.98,228,352.4,73
678.14,145.81,353,351.8,57
665.57,304.49,342,368.8,49
642.69,0,137,347.4,45
560.66,12.78,276,357.4,41
462.18,4.73,220,343.4,37
346.87,0,159,369,37
232.13,4.68,139,356.6,40
127.85,6.58,95,340,46
47.43,252.37,68,333.2,49
9.49,0,19,337.6,49
0,0,0,344.2,55
0,0,0,326.8,52
0,0,0,333.6,55
0,0,0,333.4,58
0,0,0,335,66
0,0,0,332.6,65
0,0,0,336.45,71
10.54,0,0,333.4,70
41.87,0,6,313.6,81
96.47,372.71,82,314.4,80
153.48,559.29,104,313.4,81
213.12,578.23,143,345.4,81
268.52,563.11,188,342,81
303.45,137.76,324,343.6,71
352.85,111.86,353,351.4,64
412.62,353.7,331,351.8,59
462.06,648.71,215,358.6,56
405.24,737.11,164,343.4,57
355.31,669.63,169,331.8,59
277.98,735.38,116,328.2,58
201.35,631.81,111,332.6,57
121.34,519.13,91,331.96,85
52.23,383.87,58,330.9,78
10.8,0,15,329.84,82
0,0,0,328.78,71
0,0,0,327.72,72
0,0,0,326.66,75
0,0,0,325.6,78
0,0,0,324.53,76
0,0,0,323.47,79
0,0,0,322.41,82
12.09,0,0,321.35,88
48.52,0,6,320.29,90
106.89,235.62,92,319.23,90
160.87,342.25,139,318.16,89
216.27,661.73,115,317.1,93
262.73,422.76,225,316.04,93
289.11,769.64,132,340,90
276.58,719.5,170,339.6,82
287.91,357.7,323,337.6,81
282.76,461.24,284,338,81
257.72,712.87,166,333.8,85
221.69,208.96,297,338,74
177.39,480.32,189,337.6,61
126.89,563.44,123,336.8,63
75.32,535.77,85,339.6,75
31.45,469.81,49,337.8,93
7.33,0,15,336.4,91
0,0,0,330,91
0,0,0,327.8,83
0,0,0,326,87
0,0,0,328.8,90
0,0,0,331.2,87
0,0,0,327,87
0,0,0,328.45,87
8.66,0,0,325.4,84
30.38,0,6,323.8,88
69.84,521.99,61,319.8,93
109.22,589.84,93,323.8,85
151.14,699.79,103,328.6,90
192.31,772.54,108,332.6,94
223.76,768.56,132,335.4,91
208.8,719.64,169,340.6,94
214.21,832.09,124,344.8,93
290.87,769.11,152,347.2,92
273.6,529.83,240,354.8,93
271.98,435.95,242,353,91
227.92,683.77,126,358,81
176.99,561.01,123,357,83
107.23,596.35,73,368.8,84
44.52,351.56,57,349.6,85
9.29,0,4,347.2,87
0,0,0,348,90
0,0,0,351.4,89
0,0,0,352.2,91
0,0,0,363.4,95
0,0,0,370.8,95
0,0,0,370,96
0,0,0,363.45,97
11.83,0,0,355.8,95
60.03,0,11,365.2,95
124.9,0,15,368.4,96
190.98,0,27,366.6,97
238.39,0,106,370.2,94
278.75,0,127,376.6,88
297.16,0,194,377.4,83
274.03,164.3,347,383,77
260.26,32.29,323,376.2,76
93.88,891.93,92,383,66
275.12,15.82,277,397.65,62
252.48,4.8,221,407.05,69
209.7,0,144,401.85,68
154.43,26.37,164,396.25,65
93.47,0,82,389.4,76
38.95,0,20,388.2,89
7.89,0,6,383.6,90
0,0,0,379.6,93
0,0,0,386.2,94
0,0,0,385.8,92
0,0,0,386.6,93
0,0,0,392,95
0,0,0,387.4,95
0,0,0,383.45,95
9.32,0,0,373.8,96
48.58,0,5,376.2,94
113.29,0,15,379.8,93
177.18,25.78,133,374.4,94
244.36,36.22,195,374.8,94
309.12,267.87,257,377.2,92
361.6,224.66,308,386.8,90
396.91,320.2,317,400.25,87
391.19,160.75,359,400.65,85
355.48,203.45,351,390.6,82
331.34,289.02,313,378.4,81
284.02,3.22,211,378.8,83
226.51,155.64,246,373.8,80
160.17,82.25,183,358.6,80
95.36,27.67,109,352.6,78
37.78,104.53,64,341,79
6.23,0,2,335.2,81
0,0,0,340,82
0,0,0,346.6,80
0,0,0,350.4,83
0,0,0,349.4,85
0,0,0,356,86
0,0,0,359.2,87
0,0,0,355.25,90
9.42,0,0,346.4,91
64.66,0,5,325.6,91
163.6,0,15,330.4,90
280.19,0,33,345.2,90
397.86,0,44,353.8,89
504.64,0,64,378,88
585.54,0,116,376.6,83
616.98,0,185,377.6,77
644.36,0,154,379,70
593.62,0,123,381.4,63
540.59,108.9,330,379.8,58
450.4,751.86,127,374,56
344.91,615.37,145,373.8,63
231.66,295.43,172,347.2,68
125.68,277.05,114,341.8,73
44.23,359.68,52,335.2,77
5.41,0,8,330,77
0,0,0,327.2,79
0,0,0,323.8,73
0,0,0,322.8,76
0,0,0,322.2,77
0,0,0,321.6,79
0,0,0,321.6,80
0,0,0,322.65,80
7.16,0,0,324.2,88
35.92,0,5,327.6,88
91.71,0,14,332.2,86
150.79,0,66,334,86
210.77,551.27,140,346,81
304.29,392.33,226,357,76
312.55,764.84,130,375.8,77
354.87,833.7,114,392.05,77
410.28,324.27,326,397.05,69
433.45,214.9,346,399.05,57
379.44,309.34,305,402.45,59
342.77,487.85,220,405.05,66
292.36,823.77,76,403.25,70
219.28,741.95,74,404.85,64
134.86,558.57,75,396.05,62
52.54,337.18,52,382.2,64
6.86,0,0,372.4,66
0,0,0,367.6,69
0,0,0,361.4,73
0,0,0,362,76
0,0,0,361,79
0,0,0,361,82
0,0,0,361.6,83
0,0,0,364.25,84
7.75,0,0,366,84
62.07,0,4,363.8,84
169.99,14.19,67,364.4,83
295.78,268.82,139,362.4,79
421.32,34.85,189,369,76
532.7,589.3,167,390.8,70
600.78,679.33,164,389.4,63
676.45,743.99,154,391.4,57
684.12,696.59,183,395.05,52
659.6,149.46,351,396.85,47
611.8,287.44,309,400.85,45
504.32,96.51,288,406.65,42
386.4,447.87,189,416.05,39
258.96,268.85,171,424.85,39
139.41,458.64,89,419.25,40
46.15,173.48,58,407.65,43
6.3,0,0,403.45,43
0,0,0,395.05,43
0,0,0,402.85,44
0,0,0,404.25,43
0,0,0,390.8,60
0,0,0,386.8,69
0,0,0,384.8,83
0,0,0,380.65,82
5.27,0,0,377.2,80
31.99,0,6,376.2,75
83.55,0,23,372.6,64
137.6,0,25,372.2,59
200.1,188.75,206,379.4,65
258.94,391.67,223,394.45,70
305.65,524.89,220,390.4,86
308.48,662.05,189,392.25,83
363.96,636.54,208,395.65,78
402.63,735.56,163,402.45,76
380.8,266.82,312,416.45,74
317.05,243.56,279,413.25,73
289.12,462.98,184,416.05,69
227.54,362.14,155,404.65,75
147.73,84.36,114,408.45,71
65.13,0,11,414.45,63
0,0,0,415.25,71
0,0,0,401.65,70
0,0,0,391.6,72
0,0,0,393.85,74
0,0,0,388.8,71
0,0,0,389.4,75
0,0,0,412.85,77
0,0,0,412.45,81
7.55,0,0,413.05,85
65.76,0,4,407.65,89
173.53,0,14,401.85,90
291.49,0,32,379.2,91
405.1,15.48,170,388,88
498.12,82.4,257,386.2,76
565.48,94.94,303,386,67
548.88,276.11,320,380.8,56
637.01,353.6,313,367.8,47
576.02,505.8,257,365.8,43
513.95,8.89,254,365.8,41
434.89,38.09,262,366.4,39
331.91,0,119,365,38
223.59,12.71,143,371.4,37
123.09,0,53,373.8,41
46.2,7.1,40,381.2,39
0,0,0,370,48
0,0,0,375.4,59
0,0,0,366.6,67
0,0,0,368.2,76
0,0,0,361.8,77
0,0,0,363,83
0,0,0,364.6,86
0,0,0,369.45,89
7.07,0,0,375.4,93
50.29,0,15,376.4,95
123.52,0,13,368.8,95
189.05,122.16,142,357.6,95
232.16,6.69,156,374,97
237.96,39.66,238,365.4,93
269.95,183.08,303,369,80
239.3,17.25,280,377,67
348.44,33.31,315,373.2,60
318.15,43.53,319,362.2,54
267.79,26.82,284,367.2,57
240.6,96.66,281,370,60
190.83,33.74,211,368.4,62
135.8,82.21,172,361.4,55
88.15,94.75,111,361,55
36.05,110.06,53,356.4,54
0,0,0,367,61
0,0,0,354.6,61
0,0,0,356,73
0,0,0,358.2,70
0,0,0,367.2,80
0,0,0,360.4,82
0,0,0,345,82
0,0,0,371.45,87
0,0,0,366.6,78
62.32,0,3,376.8,78
161.14,0,13,377,79
282.39,98.87,140,377.6,81
402.47,584.48,125,374,83
511.76,397.29,218,364.2,79
596.65,402.79,255,373.8,71
473.75,424.79,275,370,68
486.29,645.76,201,354,53
461.48,131.26,343,346.4,48
387.23,484.06,245,342.6,45
330.94,206.35,279,344.8,44
267.52,14.01,191,354.8,38
186.73,228.63,168,340.2,40
104.98,420.33,87,354.2,40
37.02,243.2,48,340.8,42
0,0,0,340.4,41
0,0,0,340.6,45
0,0,0,343.4,75
0,0,0,338.4,75
0,0,0,338.4,79
0,0,0,339.6,81
0,0,0,341,88
0,0,0,340.25,87
0,0,0,353.8,87
60.02,0,3,362.8,89
154.66,104.22,76,353.6,89
267.05,0,49,359.2,90
376.79,2.27,138,353.4,87
473.8,0,108,376,78
509.07,0,165,367.6,69
569.57,162.66,332,382.6,58
426.58,762.56,149,371.6,53
428.45,898.11,85,372.2,50
409.47,833.55,106,371.6,48
365,0,159,375,46
299.44,0,68,374,45
217.88,170.84,170,376.2,57
127.07,408.33,87,375,56
44.78,378.6,39,372.8,57
0,0,0,370.8,62
0,0,0,372.2,64
0,0,0,354.8,66
0,0,0,356,71
0,0,0,352.6,69
0,0,0,365.4,70
0,0,0,367,70
0,0,0,369.45,70
0,0,0,368.2,76
62.77,0,3,361.6,79
170.61,117.11,75,360.6,81
298.45,363.99,117,364.6,83
423.7,701.84,92,362.2,82
532.35,661.76,137,356.6,78
620.31,814.73,105,357.6,69
627.61,840.93,107,363.8,56
603.2,836.95,115,368.4,51
570.75,818.79,121,371.4,48
465.73,306.29,294,376.8,46
373.45,369.09,243,388.8,43
274.93,160.82,228,388,42
176.13,311.2,154,390.8,43
86.32,80,103,399.25,45
26.64,32.81,41,383,47
0,0,0,385.6,51
0,0,0,389,56
0,0,0,376.8,60
0,0,0,378.8,67
0,0,0,370.6,65
0,0,0,369.4,68
0,0,0,374,77
0,0,0,375.45,84
0,0,0,374.2,91
45.88,0,2,374,90
136.66,0,18,373,92
251.7,0,28,371.4,93
365.08,0,48,379.4,91
467.87,0,131,392.4,87
547.96,238.48,290,395.65,80
602.95,13.21,265,394.85,73
636.53,101.99,339,399.05,60
640.27,17.21,281,411.45,60
590.22,186.12,313,406.45,59
509.09,82.23,271,411.65,61
399.08,223.9,220,405.65,58
277.02,70.01,161,406.45,54
151.7,8.16,80,401.65,57
46.41,342.05,37,399.25,56
0,0,0,396.25,58
0,0,0,381.8,62
0,0,0,378.8,66
0,0,0,376.8,73
0,0,0,375.6,78
0,0,0,374.6,82
0,0,0,373.4,86
0,0,0,372.65,87
0,0,0,372,88
50.41,0,2,370.4,92
155.11,0,12,372.2,94
282.77,68.16,129,372.4,94
408.85,0,40,376.4,96
520.62,0,68,388.8,88
607.3,0,78,383.8,76
652.94,0,150,387.4,66
662.38,139.56,340,396.05,57
666.95,742.86,153,398.85,52
606.72,462.07,246,408.85,47
513.37,298.55,256,412.05,42
396.06,599.14,137,403.85,40
266.69,665.44,83,403.25,38
136.62,362.02,86,411.25,38
37.06,232.36,40,390.6,39
0,0,0,377.2,41
0,0,0,369.6,44
0,0,0,366.4,52
0,0,0,363.2,52
0,0,0,362.6,55
0,0,0,360,58
0,0,0,356.8,61
0,0,0,357.05,84
0,0,0,355.4,93
32.06,0,2,344.8,92
100.59,56.98,66,348.2,89
192.25,407.78,106,343.8,88
307.14,608.05,114,345.2,85
424.62,709.47,118,341.2,85
542.27,751.64,128,344,86
378.93,837.07,107,341.8,80
435.9,817.68,121,347.2,73
475.81,684.78,177,343.2,73
432.42,767.86,130,343.2,71
360.84,735.5,123,344.4,64
273.58,734.62,96,342.4,60
180.5,519.47,112,346,75
89.16,458.87,73,344,75
25.34,159.22,40,343.4,76
0,0,0,334.2,76
0,0,0,335.8,77
0,0,0,334,81
0,0,0,324.4,85
0,0,0,328.2,82
0,0,0,340,81
0,0,0,343.8,88
0,0,0,347.25,90
0,0,0,337,92
38.59,0,2,337.6,80
128.34,0,24,339.8,76
246.48,0,25,344,80
367.44,0,97,353.8,83
473.3,124.77,247,369.2,83
549.79,34.23,263,380.8,74
602.7,0,71,378.6,65
585.6,453.64,268,380.4,59
570.41,499.12,248,387.2,56
523.91,122.86,308,383,52
444.42,0,88,379,55
343.9,0,56,379.4,59
229.58,137.23,159,376.4,60
116.8,60.79,92,387,60
30.88,0,29,383.2,60
0,0,0,390.25,65
0,0,0,379.6,70
0,0,0,385,72
0,0,0,400.45,77
0,0,0,382.4,80
0,0,0,371.8,85
0,0,0,373.6,85
0,0,0,379.25,85
0,0,0,383.4,85
31.64,24.92,11,391.25,85
98.01,0,10,387.8,85
183.36,0,22,397.45,84
279.77,0,88,396.85,79
355.04,0,82,385.6,76
408.05,0,123,399.25,71
418.72,6.01,242,394.65,66
469.98,0,143,400.25,62
427.41,1.47,223,399.85,61
370.41,0,144,397.85,61
303.56,0,95,396.65,60
222.78,0,132,399.05,59
140.02,0,62,398.05,57
67.79,0,46,396.45,59
18.78,0,16,392.25,62
0,0,0,391.6,62
0,0,0,376.8,64
0,0,0,375,68
0,0,0,363,68
0,0,0,337.4,69
0,0,0,330,69
0,0,0,323.2,71
0,0,0,317.25,71
0,0,0,319.2,71
16.34,0,0,319.6,75
45.81,325.57,56,315.2,75
80.66,527.64,83,319,76
111.33,456.42,144,315.2,84
140.47,717.65,113,330.6,84
199.8,262.5,276,342.6,89
162.16,271.88,303,342.2,84
188.72,93.25,328,337.8,83
126.03,302.86,304,357.6,81
127.29,567.53,203,357.8,71
130.31,730.07,121,357,70
105.45,700.99,103,340.6,70
75.71,674.12,76,340,72
39.09,504.56,62,324.6,74
12.81,0,32,325,78
0,0,0,315,86
0,0,0,295,89
0,0,0,292.8,90
0,0,0,291.2,78
0,0,0,291.2,80
0,0,0,290.2,80
0,0,0,290.6,82
0,0,0,293,84
0,0,0,289,86
17.36,0,0,290,86
56.6,258.69,58,290.2,83
111.53,514.39,83,293.8,81
170.9,685.27,89,298.2,80
232.9,728.97,108,311.4,78
280.92,819.28,98,318.2,77
314.02,553.16,217,321.8,69
396.85,451.48,264,337.6,66
490.95,147.19,325,338,62
436.42,217.51,297,358.2,59
348.3,165.19,263,357.6,57
249.21,2.18,149,356.4,55
153.72,0,35,352.4,56
68.91,23.29,76,333,56
15.34,0,29,332,58
0,0,0,335.2,60
0,0,0,314,60
0,0,0,313.8,60
0,0,0,315.2,59
0,0,0,329,60
0,0,0,321.6,62
0,0,0,318.6,63
0,0,0,336.05,63
0,0,0,340,63
21.86,0,0,353.2,64
76.22,0,9,358,65
148.3,123.44,121,352.8,65
223.05,443.37,144,347.4,71
284.88,660.63,129,338.8,67
324.23,503.57,209,336.6,64
336.41,22.94,271,358.2,71
312.55,0,151,352.2,73
279.84,0,173,361,77
261.16,0,109,366,68
229.95,1.81,174,384.2,65
183.73,0,69,383.2,64
126.25,0,67,388.85,68
64.78,14.33,71,384,65
17.45,0,11,382.4,68
0,0,0,383.8,80
0,0,0,392.45,83
0,0,0,393.4,83
0,0,0,398.05,83
0,0,0,397.25,88
0,0,0,394.65,91
0,0,0,388.2,91
0,0,0,390.85,90
0,0,0,371,91
23.59,0,0,363.4,90
93,46.74,53,340.4,92
188.43,368.76,101,324.6,94
283.26,572.34,114,320.8,94
363.98,699.31,115,345.2,89
426.56,702.43,140,342.2,79
396.8,520.14,226,351.6,66
420,142.48,326,358.6,62
371.18,146.12,321,344.2,60
353.14,9.67,231,345,59
304.98,1.83,178,348.4,92
229.72,8.91,160,360.8,81
146.71,69.36,142,371.6,70
65.41,4.9,57,387.8,66
14.72,0,26,384.4,67
0,0,0,381.4,71
0,0,0,386,75
0,0,0,373,79
0,0,0,348.6,79
0,0,0,328.8,82
0,0,0,336.6,86
0,0,0,336.8,88
0,0,0,324.65,87
0,0,0,327,90
22.11,0,0,327.8,88
80.38,0,28,319,88
160.68,330.84,104,340.6,89
237.63,311.79,164,330.8,89
302.47,1.98,159,337.6,84
340.09,91.6,277,358.6,80
355.27,509.58,228,362,77
379.15,253.94,312,348.6,77
395.31,514.14,233,344.6,74
397.92,573.01,195,364,70
338.64,506.94,187,338.8,64
256.36,664.94,107,341.8,60
163.49,566.97,91,334.8,59
71.59,418.29,64,327.2,63
13.81,0,23,312.8,63
0,0,0,306.8,66
0,0,0,322.8,70
0,0,0,318,75
0,0,0,311.4,80
0,0,0,320.8,84
0,0,0,313,87
0,0,0,318.6,91
0,0,0,322.85,92
0,0,0,329,93
20.23,0,0,330,94
84.5,0,8,334.8,94
181.8,0,20,343.2,95
282,0,69,356.2,91
372.51,0,125,366.2,87
448.07,0,136,367.8,82
527.23,0,145,368.2,73
579.11,0,59,377,66
540.6,0,87,380.8,63
469.39,0,110,385.8,58
376.2,422.32,208,385.6,58
265.83,547.37,136,357.2,57
159.27,233.71,137,348.2,57
63.96,0,46,354.8,58
11,0,22,365.8,63
0,0,0,352.2,64
0,0,0,369.8,67
0,0,0,342.2,70
0,0,0,333.2,82
0,0,0,332,87
0,0,0,327.4,89
0,0,0,328.6,82
0,0,0,320.05,85
0,0,0,321.8,87
21,0,0,324.4,90
96.77,65.94,49,327,94
205.45,600.52,63,333.8,93
311.98,657.65,90,332.4,91
406.56,88.6,228,327.8,84
478.99,548.94,189,324.4,77
568.34,536.84,216,348.4,69
543.29,33.3,286,332,63
505.22,284.53,296,350.2,59
440.47,0,82,353.6,61
347.88,31.93,225,351,58
250.44,634.8,112,338.8,55
145.78,76.08,135,329.2,54
56.09,0,41,320.8,50
8.85,0,19,322.2,56
0,0,0,337,64
0,0,0,336.2,69
0,0,0,338.6,70
0,0,0,340.2,73
0,0,0,350.8,75
0,0,0,341,77
0,0,0,356,86
0,0,0,346.25,88
0,0,0,335,87
15.65,0,0,323,90
74.23,7.58,38,318.6,91
164.2,263.28,105,307.4,92
259.67,0,97,307.6,87
348.13,235.6,222,326.4,77
428.78,507.94,200,347.4,70
450.47,309.78,281,348.6,65
422.27,344.45,285,355.2,58
391.62,213.78,306,350.2,54
367.01,319.15,264,340,53
300.23,30.34,221,340.4,51
225.21,105.17,195,332.2,52
136.16,235.55,132,342,55
56.73,258.94,70,334.8,55
9.17,0,17,335,58
0,0,0,331,57
0,0,0,344.4,58
0,0,0,329.2,69
0,0,0,335.6,74
0,0,0,319.6,78
0,0,0,321.2,79
0,0,0,321.2,80
0,0,0,332.05,80
0,0,0,345.6,81
9.09,0,0,348.8,88
31.23,0,7,355,89
65.9,0,23,349.6,89
96.5,0,88,337.2,90
125.31,2.05,148,327.2,89
143.3,5.24,204,358,87
152.31,25.47,265,346.8,83
265.62,174.96,314,357,82
275.63,28.09,273,358.6,81
261.2,25.14,250,360.8,80
221.29,17.24,204,356.4,82
169.95,2.37,129,351.2,85
110.23,92.01,132,338.8,75
47.38,119.5,71,335.6,77
7.65,0,11,319,80
0,0,0,321.8,78
0,0,0,342.6,82
0,0,0,326.6,82
0,0,0,316.6,82
0,0,0,314.6,84
0,0,0,306.6,83
0,0,0,302.4,82
0,0,0,324.45,82
0,0,0,311.2,85
8.73,0,0,315.6,87
26.63,0,7,327.6,87
51.39,177.68,106,314,89
50.24,297.62,156,319.4,93
59.62,394.86,190,342,94
81.2,133.77,270,331.6,96
71.98,193.97,297,337,97
92.91,140.66,313,339.6,96
144.9,262.59,294,359,95
161.66,38.88,258,354.8,94
155.04,90.92,240,354.8,94
123.52,0,122,328.4,94
84.44,120.54,131,327.6,94
36.33,194.23,67,334.2,94
5.73,0,13,329.6,85
0,0,0,319.2,84
0,0,0,311.6,84
0,0,0,307.8,81
0,0,0,312.8,83
0,0,0,304.6,84
0,0,0,322.8,85
0,0,0,326,87
0,0,0,334.45,90
0,0,0,328,94
15.15,0,0,343,91
91.7,0,7,311.4,92
203.85,0,22,332.8,91
315.7,8.07,125,333.8,91
416.55,98.05,220,345.2,89
500.25,141.92,268,339.6,87
531.29,129.18,297,330.8,77
533.98,123,309,338.2,72
497.19,95.07,300,327,69
425.51,92.07,277,321.8,64
350.2,125.09,240,326.6,61
248.17,204.14,186,331.8,59
143.89,30.73,114,346,59
52.4,18.29,55,349.2,68
6.71,0,0,345.4,69
0,0,0,341.6,70
0,0,0,298.4,73
0,0,0,320.2,76
0,0,0,321.8,83
0,0,0,321,87
0,0,0,329.2,89
0,0,0,325.8,91
0,0,0,323.45,89
0,0,0,331.2,91
8.52,0,0,327,89
35.01,0,21,315.8,90
61.3,0,47,327.6,86
67.91,2.72,110,333.6,83
55.91,2.11,153,343.2,77
57.52,17.88,223,341.6,69
79.78,29.28,262,345,83
66.34,98.82,305,346.8,90
113.93,4.79,221,347.2,91
207.85,0,95,350.4,93
178.68,0,83,339.8,89
135.77,0,96,346.2,87
87.48,76.62,121,337,91
34.19,158.18,63,323.2,92
5.95,0,0,297.6,86
0,0,0,308.6,88
0,0,0,327,90
0,0,0,334,92
0,0,0,337.4,95
0,0,0,339,95
0,0,0,341,95
0,0,0,341.6,96
0,0,0,336.85,95
0,0,0,312.4,95
5.34,0,0,301.6,97
20.65,146.65,39,308.8,96
49.43,421.19,79,303.6,96
73.7,603.22,95,305.6,96
92.95,680.19,111,294.4,96
101.23,726.51,122,307.6,96
152.5,104.91,290,296.8,96
198.42,44.25,283,301.8,95
235.51,157.77,299,300,94
218.95,126.7,275,324.2,95
183.73,251.59,227,334.4,95
138.03,29.98,163,323,91
84.45,78.22,119,319.4,90
35.78,52.62,56,288.02,89
0,0,0,293.16,84
0,0,0,298.3,85
0,0,0,303.45,86
0,0,0,308.59,88
0,0,0,313.73,91
0,0,0,318.88,91
0,0,0,324.02,93
